source,ingredient_id,token_id,token,label
ar,602,0,2,QUANTITY
ar,602,1,tablespoons,UNIT
ar,602,2,shortening,NAME
ar,603,0,1/4,QUANTITY
ar,603,1,cup,UNIT
ar,603,2,uncooked,STATE
ar,603,3,wild,NAME
ar,603,4,rice,NAME
ar,604,0,1,QUANTITY
ar,604,1,teaspoon,UNIT
ar,604,2,ground,STATE
ar,604,3,ginger,NAME
ar,605,0,2,QUANTITY
ar,605,1,large,SIZE
ar,605,2,acorn,NAME
ar,605,3,squash,NAME
ar,605,4,",",O
ar,605,5,halved,STATE
ar,605,6,and,O
ar,605,7,seeded,STATE
ar,606,0,1/4,QUANTITY
ar,606,1,cup,UNIT
ar,606,2,vegetable,NAME
ar,606,3,oil,NAME
ar,607,0,1,QUANTITY
ar,607,1,teaspoon,UNIT
ar,607,2,baking,NAME
ar,607,3,powder,NAME
ar,608,0,1/2,QUANTITY
ar,608,1,cup,UNIT
ar,608,2,chopped,STATE
ar,608,3,green,NAME
ar,608,4,bell,NAME
ar,608,5,pepper,NAME
ar,609,0,1,QUANTITY
ar,609,1,teaspoon,UNIT
ar,609,2,ground,STATE
ar,609,3,mace,NAME
ar,610,0,1,QUANTITY
ar,610,1,pound,UNIT
ar,610,2,skinless,STATE
ar,610,3,",",O
ar,610,4,boneless,STATE
ar,610,5,chicken,NAME
ar,610,6,breast,NAME
ar,610,7,halves,NAME
ar,611,0,3,QUANTITY
ar,611,1,green,NAME
ar,611,2,onions,NAME
ar,611,3,",",O
ar,611,4,or,O
ar,611,5,to,O
ar,611,6,taste,O
ar,611,7,",",O
ar,611,8,chopped,STATE
ar,612,0,3/4,QUANTITY
ar,612,1,teaspoon,UNIT
ar,612,2,ground,STATE
ar,612,3,cinnamon,NAME
ar,613,0,6,QUANTITY
ar,613,1,cups,UNIT
ar,613,2,all-purpose,NAME
ar,613,3,flour,NAME
ar,613,4,",",O
ar,613,5,or,O
ar,613,6,as,O
ar,613,7,needed,O
ar,614,0,1,QUANTITY
ar,614,1,tablespoon,UNIT
ar,614,2,red,NAME
ar,614,3,food,NAME
ar,614,4,coloring,NAME
ar,615,0,1,QUANTITY
ar,615,1,cup,UNIT
ar,615,2,chopped,STATE
ar,615,3,pineapple,NAME
ar,616,0,2,QUANTITY
ar,616,1,eggs,NAME
ar,617,0,1,QUANTITY
ar,617,1,inch,UNIT
ar,617,2,cinnamon,NAME
ar,617,3,stick,NAME
ar,618,0,2,QUANTITY
ar,618,1,ripe,STATE
ar,618,2,mangoes,NAME
ar,618,3,",",O
ar,618,4,peeled,STATE
ar,618,5,",",O
ar,618,6,pitted,STATE
ar,618,7,",",O
ar,618,8,and,O
ar,618,9,diced,STATE
ar,619,0,1,QUANTITY
ar,619,1,vanilla,NAME
ar,619,2,bean,NAME
ar,620,0,1,QUANTITY
ar,620,1,teaspoon,UNIT
ar,620,2,dried,DF
ar,620,3,parsley,NAME
ar,621,0,4,QUANTITY
ar,621,1,cups,UNIT
ar,621,2,vegetable,NAME
ar,621,3,oil,NAME
ar,621,4,for,O
ar,621,5,frying,O
ar,622,0,1,QUANTITY
ar,622,1,-LRB-,O
ar,622,2,16,QUANTITY
ar,622,3,ounce,UNIT
ar,622,4,-RRB-,O
ar,622,5,package,UNIT
ar,622,6,frozen,TEMP
ar,622,7,cooked,STATE
ar,622,8,Italian-style,NAME
ar,622,9,meatballs,NAME
ar,623,0,1 1/2,QUANTITY
ar,623,1,cups,UNIT
ar,623,2,packed,NAME
ar,623,3,brown,NAME
ar,623,4,sugar,NAME
ar,623,5,",",O
ar,623,6,divided,STATE
ar,624,0,1 1/2,QUANTITY
ar,624,1,teaspoons,UNIT
ar,624,2,garam,NAME
ar,624,3,masala,NAME
ar,625,0,1 1/2,QUANTITY
ar,625,1,tablespoons,UNIT
ar,625,2,white,NAME
ar,625,3,sugar,NAME
ar,626,0,3/4,QUANTITY
ar,626,1,cup,UNIT
ar,626,2,light,NAME
ar,626,3,corn,NAME
ar,626,4,syrup,NAME
ar,627,0,3,QUANTITY
ar,627,1,tablespoons,UNIT
ar,627,2,baking,NAME
ar,627,3,powder,NAME
ar,628,0,1,QUANTITY
ar,628,1,-LRB-,O
ar,628,2,8,QUANTITY
ar,628,3,ounce,UNIT
ar,628,4,-RRB-,O
ar,628,5,jar,UNIT
ar,628,6,roasted,NAME
ar,628,7,peanuts,NAME
ar,628,8,",",O
ar,628,9,skins,O
ar,628,10,removed,O
ar,629,0,6,QUANTITY
ar,629,1,cups,UNIT
ar,629,2,water,NAME
ar,630,0,5,QUANTITY
ar,630,1,teaspoons,UNIT
ar,630,2,chopped,STATE
ar,630,3,Italian,NAME
ar,630,4,flat,NAME
ar,630,5,leaf,NAME
ar,630,6,parsley,NAME
ar,631,0,1/4,QUANTITY
ar,631,1,teaspoon,UNIT
ar,631,2,dried,DF
ar,631,3,thyme,O
ar,632,0,2,QUANTITY
ar,632,1,teaspoons,UNIT
ar,632,2,ground,STATE
ar,632,3,cumin,NAME
ar,633,0,1,QUANTITY
ar,633,1,-LRB-,O
ar,633,2,15.25,QUANTITY
ar,633,3,ounce,UNIT
ar,633,4,-RRB-,O
ar,633,5,can,UNIT
ar,633,6,white,NAME
ar,633,7,corn,NAME
ar,633,8,",",O
ar,633,9,drained,STATE
ar,634,0,1,QUANTITY
ar,634,1,bunch,UNIT
ar,634,2,fresh,DF
ar,634,3,basil,NAME
ar,634,4,",",O
ar,634,5,chopped,STATE
ar,635,0,1,QUANTITY
ar,635,1,-LRB-,O
ar,635,2,8,QUANTITY
ar,635,3,ounce,UNIT
ar,635,4,-RRB-,O
ar,635,5,can,UNIT
ar,635,6,tomato,NAME
ar,635,7,sauce,NAME
ar,636,0,1,QUANTITY
ar,636,1,tablespoon,UNIT
ar,636,2,chopped,STATE
ar,636,3,chipotle,NAME
ar,636,4,peppers,NAME
ar,636,5,",",O
ar,636,6,or,O
ar,636,7,more,O
ar,636,8,to,O
ar,636,9,taste,O
ar,637,0,1,QUANTITY
ar,637,1,tablespoon,UNIT
ar,637,2,garlic,NAME
ar,637,3,",",O
ar,637,4,minced,STATE
ar,638,0,1,QUANTITY
ar,638,1,teaspoon,UNIT
ar,638,2,chili,NAME
ar,638,3,powder,NAME
ar,639,0,1/4,QUANTITY
ar,639,1,teaspoon,UNIT
ar,639,2,ground,STATE
ar,639,3,cumin,NAME
ar,640,0,1,QUANTITY
ar,640,1,-LRB-,O
ar,640,2,15,QUANTITY
ar,640,3,ounce,UNIT
ar,640,4,-RRB-,O
ar,640,5,can,UNIT
ar,640,6,black-eyed,NAME
ar,640,7,peas,NAME
ar,640,8,",",O
ar,640,9,rinsed,STATE
ar,640,10,and,O
ar,640,11,drained,STATE
ar,641,0,2,QUANTITY
ar,641,1,Roma,NAME
ar,641,2,-LRB-,O
ar,641,3,plum,O
ar,641,4,-RRB-,O
ar,641,5,tomatoes,NAME
ar,641,6,",",O
ar,641,7,diced,STATE
ar,642,0,1,QUANTITY
ar,642,1,cup,UNIT
ar,642,2,long-grain,NAME
ar,642,3,brown,NAME
ar,642,4,rice,NAME
ar,643,0,1/2,QUANTITY
ar,643,1,teaspoon,UNIT
ar,643,2,white,NAME
ar,643,3,sugar,NAME
ar,644,0,3,QUANTITY
ar,644,1,ripe,STATE
ar,644,2,avocados,NAME
ar,644,3,",",O
ar,644,4,peeled,STATE
ar,644,5,",",O
ar,644,6,pitted,STATE
ar,644,7,and,O
ar,644,8,sliced,STATE
ar,645,0,1/2,QUANTITY
ar,645,1,cup,UNIT
ar,645,2,large,SIZE
ar,645,3,garlic-stuffed,NAME
ar,645,4,green,NAME
ar,645,5,olives,NAME
ar,645,6,",",O
ar,645,7,drained,STATE
ar,646,0,3,QUANTITY
ar,646,1,tablespoons,UNIT
ar,646,2,shredded,STATE
ar,646,3,coconut,NAME
ar,646,4,-LRB-,O
ar,646,5,optional,O
ar,646,6,-RRB-,O
ar,647,0,1/2,QUANTITY
ar,647,1,cup,UNIT
ar,647,2,chopped,STATE
ar,647,3,fresh,DF
ar,647,4,cilantro,NAME
ar,648,0,1/2,QUANTITY
ar,648,1,-LRB-,O
ar,648,2,12,QUANTITY
ar,648,3,fluid,UNIT
ar,648,4,ounce,UNIT
ar,648,5,-RRB-,O
ar,648,6,can,UNIT
ar,648,7,or,O
ar,648,8,bottle,UNIT
ar,648,9,bock,NAME
ar,648,10,beer,NAME
ar,649,0,2,QUANTITY
ar,649,1,-LRB-,O
ar,649,2,14,QUANTITY
ar,649,3,ounce,UNIT
ar,649,4,-RRB-,O
ar,649,5,packages,UNIT
ar,649,6,wonton,NAME
ar,649,7,wrappers,NAME
ar,650,0,3,QUANTITY
ar,650,1,tablespoons,UNIT
ar,650,2,sake,O
ar,650,3,",",O
ar,650,4,or,O
ar,650,5,to,O
ar,650,6,taste,O
ar,651,0,1,QUANTITY
ar,651,1,-LRB-,O
ar,651,2,10,QUANTITY
ar,651,3,ounce,UNIT
ar,651,4,-RRB-,O
ar,651,5,bag,UNIT
ar,651,6,fresh,DF
ar,651,7,baby,NAME
ar,651,8,spinach,NAME
ar,652,0,1/4,QUANTITY
ar,652,1,cup,UNIT
ar,652,2,minced,STATE
ar,652,3,red,NAME
ar,652,4,onion,NAME
ar,653,0,1,QUANTITY
ar,653,1,-LRB-,O
ar,653,2,15.25,QUANTITY
ar,653,3,ounce,UNIT
ar,653,4,-RRB-,O
ar,653,5,can,UNIT
ar,653,6,whole,UNIT
ar,653,7,kernel,NAME
ar,653,8,corn,NAME
ar,653,9,",",O
ar,653,10,with,O
ar,653,11,liquid,O
ar,654,0,1/4,QUANTITY
ar,654,1,cup,UNIT
ar,654,2,minced,STATE
ar,654,3,garlic,NAME
ar,655,0,2,QUANTITY
ar,655,1,limes,NAME
ar,655,2,",",O
ar,655,3,juiced,STATE
ar,656,0,1,QUANTITY
ar,656,1,tablespoon,UNIT
ar,656,2,vegetable,NAME
ar,656,3,oil,NAME
ar,657,0,1,QUANTITY
ar,657,1,teaspoon,UNIT
ar,657,2,dried,DF
ar,657,3,thyme,NAME
ar,658,0,1,QUANTITY
ar,658,1,tablespoon,UNIT
ar,658,2,water,NAME
ar,658,3,",",O
ar,658,4,or,O
ar,658,5,as,O
ar,658,6,needed,O
ar,659,0,2,QUANTITY
ar,659,1,small,SIZE
ar,659,2,potatoes,NAME
ar,659,3,",",O
ar,659,4,diced,STATE
ar,660,0,1 1/2,QUANTITY
ar,660,1,tablespoons,UNIT
ar,660,2,tahini,NAME
ar,661,0,1/2,QUANTITY
ar,661,1,cup,UNIT
ar,661,2,uncooked,STATE
ar,661,3,long-grain,NAME
ar,661,4,rice,NAME
ar,662,0,1/2,QUANTITY
ar,662,1,cup,UNIT
ar,662,2,white,NAME
ar,662,3,vinegar,NAME
ar,663,0,8,QUANTITY
ar,663,1,small,SIZE
ar,663,2,limes,NAME
ar,663,3,",",O
ar,663,4,juiced,STATE
ar,664,0,1/2,QUANTITY
ar,664,1,teaspoon,UNIT
ar,664,2,chili,NAME
ar,664,3,powder,NAME
ar,665,0,1,QUANTITY
ar,665,1,teaspoon,UNIT
ar,665,2,garlic,NAME
ar,665,3,salt,NAME
ar,666,0,1,QUANTITY
ar,666,1,-LRB-,O
ar,666,2,4.5,QUANTITY
ar,666,3,ounce,UNIT
ar,666,4,-RRB-,O
ar,666,5,can,UNIT
ar,666,6,sliced,STATE
ar,666,7,mushrooms,NAME
ar,666,8,",",O
ar,666,9,drained,STATE
ar,667,0,2,QUANTITY
ar,667,1,medium,SIZE
ar,667,2,onions,NAME
ar,667,3,",",O
ar,667,4,chopped,STATE
ar,668,0,1,QUANTITY
ar,668,1,-LRB-,O
ar,668,2,1.25,QUANTITY
ar,668,3,ounce,UNIT
ar,668,4,-RRB-,O
ar,668,5,package,UNIT
ar,668,6,taco,NAME
ar,668,7,seasoning,NAME
ar,668,8,mix,NAME
ar,669,0,1,QUANTITY
ar,669,1,pint,O
ar,669,2,grape,NAME
ar,669,3,tomatoes,NAME
ar,669,4,",",O
ar,669,5,halved,UNIT
ar,670,0,4,QUANTITY
ar,670,1,carrots,NAME
ar,670,2,",",O
ar,670,3,cut,STATE
ar,670,4,into,O
ar,670,5,1,O
ar,670,6,inch,O
ar,670,7,pieces,O
ar,671,0,1/4,QUANTITY
ar,671,1,cup,UNIT
ar,671,2,rum,NAME
ar,671,3,",",O
ar,671,4,or,O
ar,671,5,to,O
ar,671,6,taste,O
ar,671,7,-LRB-,O
ar,671,8,optional,O
ar,671,9,-RRB-,O
ar,672,0,1,QUANTITY
ar,672,1,avocado,NAME
ar,672,2,-,O
ar,672,3,peeled,STATE
ar,672,4,",",O
ar,672,5,pitted,STATE
ar,672,6,",",O
ar,672,7,and,O
ar,672,8,sliced,STATE
ar,673,0,1,QUANTITY
ar,673,1,small,SIZE
ar,673,2,red,NAME
ar,673,3,onion,NAME
ar,673,4,",",O
ar,673,5,chopped,STATE
ar,674,0,4,QUANTITY
ar,674,1,slices,UNIT
ar,674,2,Swiss,NAME
ar,674,3,cheese,NAME
ar,675,0,1,QUANTITY
ar,675,1,cup,UNIT
ar,675,2,pearl,NAME
ar,675,3,barley,NAME
ar,675,4,",",O
ar,675,5,rinsed,STATE
ar,676,0,6,QUANTITY
ar,676,1,cups,UNIT
ar,676,2,all-purpose,NAME
ar,676,3,flour,NAME
ar,677,0,4,QUANTITY
ar,677,1,large,SIZE
ar,677,2,cloves,UNIT
ar,677,3,garlic,NAME
ar,677,4,",",O
ar,677,5,minced,STATE
ar,678,0,2,QUANTITY
ar,678,1,tablespoons,UNIT
ar,678,2,vegetable,NAME
ar,678,3,oil,NAME
ar,679,0,3,QUANTITY
ar,679,1,pounds,UNIT
ar,679,2,boneless,STATE
ar,679,3,venison,NAME
ar,679,4,roast,NAME
ar,680,0,1,QUANTITY
ar,680,1,cup,UNIT
ar,680,2,white,NAME
ar,680,3,bread,NAME
ar,680,4,cubes,NAME
ar,680,5,without,O
ar,680,6,crusts,O
ar,681,0,2,QUANTITY
ar,681,1,cups,UNIT
ar,681,2,all-purpose,NAME
ar,681,3,flour,NAME
ar,682,0,1,QUANTITY
ar,682,1,tablespoon,UNIT
ar,682,2,soy,NAME
ar,682,3,sauce,NAME
ar,683,0,3,QUANTITY
ar,683,1,pounds,UNIT
ar,683,2,ricotta,NAME
ar,683,3,cheese,NAME
ar,683,4,",",O
ar,683,5,drained,STATE
ar,684,0,1,QUANTITY
ar,684,1,tablespoon,UNIT
ar,684,2,milk,NAME
ar,684,3,-LRB-,O
ar,684,4,optional,O
ar,684,5,-RRB-,O
ar,685,0,2 1/2,QUANTITY
ar,685,1,cups,UNIT
ar,685,2,all-purpose,NAME
ar,685,3,flour,NAME
ar,686,0,1,QUANTITY
ar,686,1,-LRB-,O
ar,686,2,9,QUANTITY
ar,686,3,inch,UNIT
ar,686,4,-RRB-,O
ar,686,5,pie,NAME
ar,686,6,shell,O
ar,687,0,4,QUANTITY
ar,687,1,bananas,NAME
ar,687,2,",",O
ar,687,3,mashed,STATE
ar,688,0,1 1/2,QUANTITY
ar,688,1,pounds,UNIT
ar,688,2,ricotta,NAME
ar,688,3,cheese,NAME
ar,689,0,1/2,QUANTITY
ar,689,1,cup,UNIT
ar,689,2,chopped,STATE
ar,689,3,bittersweet,NAME
ar,689,4,chocolate,NAME
ar,690,0,1/2,QUANTITY
ar,690,1,cup,UNIT
ar,690,2,raw,STATE
ar,690,3,sunflower,NAME
ar,690,4,seeds,NAME
ar,691,0,1,QUANTITY
ar,691,1,cup,UNIT
ar,691,2,diced,STATE
ar,691,3,firm,STATE
ar,691,4,tofu,NAME
ar,692,0,2,QUANTITY
ar,692,1,teaspoons,UNIT
ar,692,2,toasted,STATE
ar,692,3,sesame,NAME
ar,692,4,oil,NAME
ar,693,0,7,QUANTITY
ar,693,1,tablespoons,UNIT
ar,693,2,water,NAME
ar,694,0,2,QUANTITY
ar,694,1,tablespoons,UNIT
ar,694,2,minced,STATE
ar,694,3,garlic,NAME
ar,695,0,2,QUANTITY
ar,695,1,dried,DF
ar,695,2,chipotle,NAME
ar,695,3,chiles,NAME
ar,695,4,-,O
ar,695,5,stemmed,STATE
ar,695,6,",",O
ar,695,7,seeded,STATE
ar,695,8,",",O
ar,695,9,and,O
ar,695,10,cut,STATE
ar,695,11,into,O
ar,695,12,strips,O
ar,696,0,1,QUANTITY
ar,696,1,-LRB-,O
ar,696,2,28,QUANTITY
ar,696,3,ounce,UNIT
ar,696,4,-RRB-,O
ar,696,5,can,UNIT
ar,696,6,crushed,STATE
ar,696,7,tomatoes,NAME
ar,697,0,1 1/2,QUANTITY
ar,697,1,cups,UNIT
ar,697,2,plain,NAME
ar,697,3,yogurt,NAME
ar,698,0,1 1/2,QUANTITY
ar,698,1,teaspoons,UNIT
ar,698,2,crushed,STATE
ar,698,3,red,NAME
ar,698,4,pepper,NAME
ar,698,5,flakes,NAME
ar,699,0,1,QUANTITY
ar,699,1,-LRB-,O
ar,699,2,2.5,QUANTITY
ar,699,3,pound,UNIT
ar,699,4,-RRB-,O
ar,699,5,whole,UNIT
ar,699,6,chicken,NAME
ar,699,7,",",O
ar,699,8,cut,STATE
ar,699,9,into,O
ar,699,10,pieces,O
ar,700,0,1,QUANTITY
ar,700,1,cup,UNIT
ar,700,2,milk,NAME
ar,701,0,1/4,QUANTITY
ar,701,1,cup,UNIT
ar,701,2,unsweetened,STATE
ar,701,3,flaked,STATE
ar,701,4,coconut,NAME
ar,702,0,1/4,QUANTITY
ar,702,1,teaspoon,UNIT
ar,702,2,salt,NAME
ar,703,0,1 1/3,QUANTITY
ar,703,1,cups,UNIT
ar,703,2,all-purpose,NAME
ar,703,3,flour,NAME
ar,704,0,2,QUANTITY
ar,704,1,skinless,STATE
ar,704,2,",",O
ar,704,3,boneless,STATE
ar,704,4,chicken,NAME
ar,704,5,breast,NAME
ar,704,6,halves,NAME
ar,704,7,-,O
ar,704,8,pounded,STATE
ar,704,9,thin,O
ar,705,0,1/2,QUANTITY
ar,705,1,cup,UNIT
ar,705,2,frozen,TEMP
ar,705,3,peas,NAME
ar,706,0,1,QUANTITY
ar,706,1,tablespoon,UNIT
ar,706,2,honey,NAME
ar,707,0,1,QUANTITY
ar,707,1,tablespoon,UNIT
ar,707,2,chilled,STATE
ar,707,3,lime,NAME
ar,707,4,juice,NAME
ar,708,0,1/2,QUANTITY
ar,708,1,teaspoon,UNIT
ar,708,2,garlic,NAME
ar,708,3,salt,NAME
ar,709,0,1/4,QUANTITY
ar,709,1,cup,UNIT
ar,709,2,chopped,STATE
ar,709,3,fresh,DF
ar,709,4,cilantro,NAME
ar,710,0,2,QUANTITY
ar,710,1,dashes,O
ar,710,2,red,NAME
ar,710,3,pepper,NAME
ar,710,4,",",O
ar,710,5,or,O
ar,710,6,to,O
ar,710,7,taste,O
ar,710,8,-LRB-,O
ar,710,9,optional,O
ar,710,10,-RRB-,O
ar,711,0,4,QUANTITY
ar,711,1,ounces,UNIT
ar,711,2,thinly,O
ar,711,3,sliced,STATE
ar,711,4,prosciutto,NAME
ar,711,5,",",O
ar,711,6,chopped,STATE
ar,712,0,1/2,QUANTITY
ar,712,1,teaspoon,UNIT
ar,712,2,dried,DF
ar,712,3,rosemary,NAME
ar,713,0,4,QUANTITY
ar,713,1,tablespoons,UNIT
ar,713,2,dried,DF
ar,713,3,basil,NAME
ar,714,0,1/3,QUANTITY
ar,714,1,cup,UNIT
ar,714,2,raisins,NAME
ar,715,0,1,QUANTITY
ar,715,1,jicama,NAME
ar,715,2,",",O
ar,715,3,cut,STATE
ar,715,4,into,O
ar,715,5,spirals,O
ar,716,0,1 1/2,QUANTITY
ar,716,1,teaspoons,UNIT
ar,716,2,chili,NAME
ar,716,3,powder,NAME
ar,717,0,2,QUANTITY
ar,717,1,tablespoons,UNIT
ar,717,2,butter,NAME
ar,717,3,",",O
ar,717,4,softened,STATE
ar,718,0,2,QUANTITY
ar,718,1,cups,UNIT
ar,718,2,diced,STATE
ar,718,3,onion,NAME
ar,719,0,2 1/2,QUANTITY
ar,719,1,teaspoons,UNIT
ar,719,2,vanilla,NAME
ar,719,3,extract,NAME
ar,720,0,12,QUANTITY
ar,720,1,cups,UNIT
ar,720,2,all-purpose,NAME
ar,720,3,flour,NAME
ar,721,0,2,QUANTITY
ar,721,1,tablespoons,UNIT
ar,721,2,fresh,DF
ar,721,3,lime,NAME
ar,721,4,juice,NAME
ar,722,0,1/4,QUANTITY
ar,722,1,cup,UNIT
ar,722,2,heavy,NAME
ar,722,3,cream,NAME
ar,722,4,-LRB-,O
ar,722,5,optional,O
ar,722,6,-RRB-,O
ar,723,0,2,QUANTITY
ar,723,1,tablespoons,UNIT
ar,723,2,all-purpose,NAME
ar,723,3,flour,NAME
ar,723,4,-LRB-,O
ar,723,5,optional,O
ar,723,6,-RRB-,O
ar,724,0,1/2,QUANTITY
ar,724,1,teaspoon,UNIT
ar,724,2,lemon,NAME
ar,724,3,pepper,NAME
ar,725,0,3/4,QUANTITY
ar,725,1,cup,UNIT
ar,725,2,shortening,NAME
ar,726,0,1/3,QUANTITY
ar,726,1,cup,UNIT
ar,726,2,warm,TEMP
ar,726,3,milk,NAME
ar,727,0,1/3,QUANTITY
ar,727,1,cup,UNIT
ar,727,2,boiling,STATE
ar,727,3,water,NAME
ar,728,0,1/8,QUANTITY
ar,728,1,teaspoon,UNIT
ar,728,2,red,NAME
ar,728,3,pepper,NAME
ar,728,4,flakes,NAME
ar,729,0,1,QUANTITY
ar,729,1,teaspoon,UNIT
ar,729,2,lime,NAME
ar,729,3,juice,NAME
ar,730,0,1,QUANTITY
ar,730,1,pound,UNIT
ar,730,2,lean,STATE
ar,730,3,boneless,STATE
ar,730,4,pork,NAME
ar,730,5,",",O
ar,730,6,cut,STATE
ar,730,7,into,O
ar,730,8,thin,O
ar,730,9,strips,O
ar,731,0,1,QUANTITY
ar,731,1,cup,UNIT
ar,731,2,chicken,NAME
ar,731,3,stock,NAME
ar,732,0,1/2,QUANTITY
ar,732,1,cup,UNIT
ar,732,2,extra,NAME
ar,732,3,virgin,NAME
ar,732,4,olive,NAME
ar,732,5,oil,NAME
ar,733,0,1/2,QUANTITY
ar,733,1,pound,UNIT
ar,733,2,bulk,NAME
ar,733,3,spicy,NAME
ar,733,4,pork,NAME
ar,733,5,sausage,NAME
ar,734,0,4,QUANTITY
ar,734,1,cups,UNIT
ar,734,2,self-rising,NAME
ar,734,3,flour,NAME
ar,735,0,1,QUANTITY
ar,735,1,-LRB-,O
ar,735,2,8,QUANTITY
ar,735,3,ounce,UNIT
ar,735,4,-RRB-,O
ar,735,5,package,UNIT
ar,735,6,rice,NAME
ar,735,7,noodles,NAME
ar,736,0,1,QUANTITY
ar,736,1,-LRB-,O
ar,736,2,9,QUANTITY
ar,736,3,ounce,UNIT
ar,736,4,-RRB-,O
ar,736,5,bag,UNIT
ar,736,6,fresh,DF
ar,736,7,spinach,NAME
ar,737,0,2,QUANTITY
ar,737,1,ounces,UNIT
ar,737,2,shredded,STATE
ar,737,3,Mexican,NAME
ar,737,4,cheese,NAME
ar,737,5,blend,NAME
ar,737,6,-LRB-,O
ar,737,7,optional,O
ar,737,8,-RRB-,O
ar,738,0,2,QUANTITY
ar,738,1,bunches,UNIT
ar,738,2,fresh,DF
ar,738,3,cilantro,NAME
ar,738,4,leaves,NAME
ar,738,5,",",O
ar,738,6,chopped,STATE
ar,738,7,-,O
ar,738,8,divided,STATE
ar,739,0,3,QUANTITY
ar,739,1,tablespoons,UNIT
ar,739,2,chopped,STATE
ar,739,3,fresh,DF
ar,739,4,sage,NAME
ar,739,5,leaves,NAME
ar,740,0,1,QUANTITY
ar,740,1,pinch,UNIT
ar,740,2,crushed,STATE
ar,740,3,dried,DF
ar,740,4,rosemary,NAME
ar,741,0,1/4,QUANTITY
ar,741,1,cup,UNIT
ar,741,2,grated,STATE
ar,741,3,Romano,NAME
ar,741,4,cheese,NAME
ar,742,0,1/2,QUANTITY
ar,742,1,tablespoon,UNIT
ar,742,2,grated,STATE
ar,742,3,lemon,NAME
ar,742,4,zest,NAME
ar,743,0,2,QUANTITY
ar,743,1,tablespoons,UNIT
ar,743,2,milk,NAME
ar,744,0,1,QUANTITY
ar,744,1,-LRB-,O
ar,744,2,16,QUANTITY
ar,744,3,ounce,UNIT
ar,744,4,-RRB-,O
ar,744,5,bag,UNIT
ar,744,6,coleslaw,NAME
ar,744,7,mix,NAME
ar,745,0,1,QUANTITY
ar,745,1,pinch,UNIT
ar,745,2,celery,NAME
ar,745,3,salt,NAME
ar,746,0,1,QUANTITY
ar,746,1,pound,UNIT
ar,746,2,Italian,NAME
ar,746,3,sausage,NAME
ar,746,4,",",O
ar,746,5,removing,O
ar,746,6,from,O
ar,746,7,casings,O
ar,746,8,and,O
ar,746,9,cut,STATE
ar,746,10,into,O
ar,746,11,bite-size,O
ar,746,12,pieces,O
ar,747,0,2,QUANTITY
ar,747,1,cups,UNIT
ar,747,2,sliced,STATE
ar,747,3,fresh,DF
ar,747,4,fruit,NAME
ar,748,0,2,QUANTITY
ar,748,1,cups,UNIT
ar,748,2,marinara,NAME
ar,748,3,sauce,NAME
ar,748,4,for,O
ar,748,5,dipping,O
ar,748,6,",",O
ar,748,7,heated,STATE
ar,748,8,-LRB-,O
ar,748,9,optional,O
ar,748,10,-RRB-,O
ar,749,0,6,QUANTITY
ar,749,1,teaspoons,UNIT
ar,749,2,white,NAME
ar,749,3,sugar,NAME
ar,750,0,1,QUANTITY
ar,750,1,teaspoon,UNIT
ar,750,2,distilled,STATE
ar,750,3,white,NAME
ar,750,4,vinegar,NAME
ar,751,0,2,QUANTITY
ar,751,1,tablespoons,UNIT
ar,751,2,hot,TEMP
ar,751,3,water,NAME
ar,752,0,1,QUANTITY
ar,752,1,pound,UNIT
ar,752,2,angel,NAME
ar,752,3,hair,NAME
ar,752,4,pasta,NAME
ar,753,0,1/2,QUANTITY
ar,753,1,cup,UNIT
ar,753,2,grated,STATE
ar,753,3,Parmesan,NAME
ar,753,4,cheese,NAME
ar,754,0,1,QUANTITY
ar,754,1,medium,SIZE
ar,754,2,onion,NAME
ar,754,3,",",O
ar,754,4,finely,O
ar,754,5,chopped,STATE
ar,755,0,2,QUANTITY
ar,755,1,tablespoons,UNIT
ar,755,2,chopped,STATE
ar,755,3,fresh,DF
ar,755,4,parsley,NAME
ar,756,0,1,QUANTITY
ar,756,1,medium,SIZE
ar,756,2,onion,NAME
ar,756,3,",",O
ar,756,4,chopped,STATE
ar,757,0,1,QUANTITY
ar,757,1,cup,UNIT
ar,757,2,freshly,DF
ar,757,3,shredded,STATE
ar,757,4,Parmesan,NAME
ar,757,5,cheese,NAME
ar,758,0,2 1/3,QUANTITY
ar,758,1,cups,UNIT
ar,758,2,chopped,STATE
ar,758,3,cooked,STATE
ar,758,4,chicken,NAME
ar,758,5,breast,NAME
ar,759,0,1/4,QUANTITY
ar,759,1,teaspoon,UNIT
ar,759,2,ground,STATE
ar,759,3,cloves,NAME
ar,760,0,2,QUANTITY
ar,760,1,carrots,NAME
ar,760,2,",",O
ar,760,3,sliced,STATE
ar,760,4,thin,O
ar,761,0,2,QUANTITY
ar,761,1,pounds,UNIT
ar,761,2,ground,STATE
ar,761,3,beef,NAME
ar,762,0,1/8,QUANTITY
ar,762,1,teaspoon,UNIT
ar,762,2,ground,STATE
ar,762,3,black,NAME
ar,762,4,pepper,NAME
ar,762,5,",",O
ar,762,6,or,O
ar,762,7,to,O
ar,762,8,taste,O
ar,763,0,1,QUANTITY
ar,763,1,teaspoon,UNIT
ar,763,2,red,NAME
ar,763,3,pepper,NAME
ar,763,4,flakes,NAME
ar,763,5,",",O
ar,763,6,or,O
ar,763,7,to,O
ar,763,8,taste,O
